,symbol,year,EV,Market Cap,FCF,EBITDA,CapitalExpenditure,EnterprisesValueEBITDARatio,DilutedEPS,TotalRevenue,TotalAssets,TotalDebt,NetIncome,OperatingExpense,GrossProfit,deal
148,AES,2020,35093198008.0,15636198008.0,855000000.0,2594000000.0,-1900000000.0,16.783,0.07,9660000000.0,34603000000.0,19881000000.0,46000000.0,165000000.0,2693000000.0,1
149,AES,2021,35676085087.0,16203085087.0,-214000000.0,903000000.0,-2116000000.0,11.6209,-0.61,11141000000.0,32963000000.0,18699000000.0,-409000000.0,166000000.0,2711000000.0,0
150,AES,2022,40029235615.0,19210235615.0,-1836000000.0,2001000000.0,-4551000000.0,30.6034,-0.82,12617000000.0,38363000000.0,23498000000.0,-546000000.0,207000000.0,2548000000.0,0
151,AES,2023,38816358923.0,12890358923.0,-4690000000.0,2551000000.0,-7724000000.0,18.0373,0.35,12668000000.0,44799000000.0,26878000000.0,249000000.0,255000000.0,2504000000.0,1
152,AEYE,2020,250616906.0,258819906.0,-3204000.0,-5840000.0,-1298000.0,-42.913854,-0.77,20475000.0,18254000.0,2019000.0,-7158000.0,21647000.0,14514000.0,0
153,AEYE,2021,58359866.0,79707866.0,-6551000.0,-12610000.0,-1571000.0,-4.628062,-1.29,24503000.0,29313000.0,967000.0,-14209000.0,33895000.0,18382000.0,0
154,AEYE,2022,37660232.0,44078232.0,-6248000.0,-7762000.0,-1249000.0,-4.851872,-0.91,29913000.0,24428000.0,1258000.0,-10433000.0,33123000.0,22694000.0,0
155,AEYE,2023,62014572.0,64437572.0,-1838000.0,-3339000.0,-2156000.0,-18.572798,-0.5,31316000.0,25495000.0,7463000.0,-5872000.0,30307000.0,24342000.0,0
156,AG,2020,2887584730.0,2984331730.0,-34777000.0,98084000.0,-114490000.0,122.9178,0.11,366676000.0,1237517000.0,173283000.0,23087000.0,57055000.0,105054000.0,0
157,AG,2021,2876907980.0,2869685980.0,-120244000.0,156087000.0,-188967000.0,21.2273,-0.02,587225000.0,2124989000.0,221094000.0,-4923000.0,54637000.0,101418000.0,0
158,AG,2022,2303607356.0,2208997356.0,-198692000.0,88948000.0,-217680000.0,15.5723,-0.43,626850000.0,2110009000.0,247945000.0,-114276000.0,68362000.0,16752000.0,0
159,AG,2023,1824723465.0,1762922465.0,-90367000.0,-54496000.0,-145981000.0,-33.483622,-0.48,576385000.0,1976355000.0,256514000.0,-135112000.0,82299000.0,25642000.0,0
160,AGAE,2020,62664073.0,60840813.0,-5530570.0,-36626275.0,-356519.0,-1.710905,-1.57,3210805.0,61900495.0,4906397.0,-45058830.0,20339691.0,347901.0,0
161,AGAE,2021,63528144.0,66889910.0,-10270713.0,-12466590.0,-191668.0,-5.095872,1.61,4956040.0,105803672.0,0.0,62865731.0,16653275.0,880790.0,0
162,AGAE,2022,37677977.0,41039743.0,-11028810.0,-9468937.0,-94336.0,-3.979114,-0.281113,6352470.0,97729675.0,7754239.0,-10823885.0,13074582.0,1540297.0,0
163,AGAE,2023,-24198069.0,39053222.0,-9185746.0,-5099636.0,-1046940.0,4.745058,-0.1,7655039.0,112016687.0,16273396.0,-3595361.0,9458767.0,2859151.0,0
164,AGCO,2020,8919156393.0,7727856393.0,626600000.0,858900000.0,-269900000.0,15.1249,5.65,9149700000.0,8504200000.0,1742300000.0,427100000.0,1403600000.0,2057500000.0,0
165,AGCO,2021,9834481018.0,8636681018.0,390400000.0,1251500000.0,-269800000.0,8.316,11.85,11138300000.0,9182100000.0,1619600000.0,897000000.0,1555600000.0,2572300000.0,0
166,AGCO,2022,12057707299.0,10346007299.0,449900000.0,1422800000.0,-388300000.0,9.4637,11.87,12651400000.0,10103700000.0,1586200000.0,889600000.0,1693800000.0,3001300000.0,0
167,AGCO,2023,10564173151.0,9091173151.0,585000000.0,1690400000.0,-518100000.0,5.8693,15.63,14412400000.0,11421200000.0,1526600000.0,1171400000.0,2061000000.0,3777400000.0,0
168,AGEN,2020,546178316.0,623569316.0,-142562000.0,-114634000.0,-3466000.0,-4.76454,-21.0,88170000.0,214514000.0,55727000.0,-180914000.0,59218000.0,-56796000.0,0
169,AGEN,2021,620279238.0,827211238.0,-23669000.0,43783000.0,-33814000.0,8.442,-2.2,295665000.0,465958000.0,58287000.0,-23926000.0,76359000.0,113587000.0,0
170,AGEN,2022,592491032.0,731548032.0,-228435000.0,-161847000.0,-53062000.0,-3.66081,-15.6,98024000.0,413556000.0,78428000.0,-220074000.0,81007000.0,-99235000.0,0
171,AGEN,2023,298557091.0,315840091.0,-234156000.0,-145924000.0,-9954000.0,-2.045977,-13.8,156314000.0,313913000.0,78012000.0,-245761000.0,78739000.0,-81366000.0,0
172,AGR,2020,22895563285.0,14047563285.0,-1493000000.0,1871000000.0,-2781000000.0,11.1144,1.88,6320000000.0,37823000000.0,11268000000.0,581000000.0,1606000000.0,2475000000.0,0
173,AGR,2021,25930017027.0,19282017027.0,-1415000000.0,1976000000.0,-2976000000.0,13.3179,1.97,6974000000.0,39504000000.0,8620000000.0,707000000.0,1654000000.0,2549000000.0,0
174,AGR,2022,25307109448.0,16617109448.0,-1484000000.0,2229000000.0,-2519000000.0,11.3079,2.27,7923000000.0,41123000000.0,9384000000.0,881000000.0,1743000000.0,2595000000.0,0
175,AGR,2023,23604245355.0,12535245355.0,-2053000000.0,2223000000.0,-2972000000.0,12.2112,2.03,8309000000.0,43989000000.0,12199000000.0,786000000.0,1841000000.0,2771000000.0,0
176,AGRO,2020,1686998266.0,797619266.0,80135000.0,266901000.0,-176990000.0,7.2791,0.003,817764000.0,2482236000.0,1166862000.0,412000.0,147523000.0,335552000.0,0
177,AGRO,2021,1809353208.0,853223208.0,135657000.0,475460000.0,-213005000.0,3.553,1.176605,1124352000.0,2582401000.0,1064505000.0,130669000.0,192589000.0,484248000.0,0
178,AGRO,2022,2111164760.0,907333760.0,139804000.0,470893000.0,-230222000.0,4.4908,0.979,1347724000.0,3108855000.0,1345732000.0,108138000.0,224709000.0,465625000.0,0
179,AGRO,2023,2258563521.0,1183682521.0,191482000.0,651606000.0,-243425000.0,3.9225,2.105,1298871000.0,3164894000.0,1283459000.0,226291000.0,207909000.0,415387000.0,0
180,AGS,2020,795496551.0,257513551.0,458000.0,43825000.0,-35712000.0,12.8178,-2.4,167007000.0,740778000.0,619955000.0,-85378000.0,158971000.0,118131000.0,0
181,AGS,2021,782536893.0,250745893.0,26798000.0,99998000.0,-51534000.0,8.4708,-0.62,259696000.0,732811000.0,620166000.0,-22572000.0,173995000.0,196489000.0,0
182,AGS,2022,729350772.0,192571772.0,8471000.0,112193000.0,-69238000.0,7.3061,-0.22,309436000.0,684751000.0,568841000.0,-8035000.0,182872000.0,222764000.0,0
183,AGS,2023,849032358.0,326261358.0,24278000.0,142312000.0,-61921000.0,6.1176,0.01,356536000.0,680338000.0,564983000.0,428000.0,192582000.0,251409000.0,0
184,AHCO,2020,3350332408.0,2871741408.0,155879000.0,-82166000.0,-39755000.0,30.5161,-1.23,1056389000.0,1813472000.0,806996000.0,-161632000.0,86442000.0,157788000.0,0
185,AHCO,2021,5318635684.0,3273817684.0,72371000.0,544207000.0,-203308000.0,10.9957,0.67,2454535000.0,5250484000.0,2370596000.0,156175000.0,220005000.0,445610000.0,0
186,AHCO,2022,4806216601.0,2589542601.0,-17556000.0,558494000.0,-391423000.0,8.6008,0.33,2970595000.0,5219587000.0,2328823000.0,69316000.0,227015000.0,417426000.0,0
187,AHCO,2023,3240905584.0,994280584.0,143203000.0,-210702000.0,-337463000.0,45.5516,-5.31,3200177000.0,4508650000.0,2294649000.0,-678895000.0,247178000.0,479564000.0,0
188,AIMD,2020,7703657.0,7154610.0,-506794.0,-1425740.0,-7243.0,-5.403269,-3.0,16563.0,260290.0,953001.0,-1450623.0,1445721.0,5286.0,0
189,AIMD,2021,122819980.0,121285810.0,-1393769.0,-1825526.0,-143792.0,-67.279228,-2.55,594563.0,40822161.0,3620186.0,-3888661.0,4277808.0,410382.0,0
190,AIMD,2022,11263076.0,12407192.0,-3674560.0,-9119734.0,-633823.0,-1.235022,-5.14,3519627.0,37109014.0,1260526.0,-14006690.0,15381555.0,1405343.0,0
191,AIMD,2023,12530539.0,9589502.0,-4787652.0,-8754499.0,-92984.0,-1.431326,-3.36,122112.0,31841804.0,5963556.0,-13770549.0,12952663.0,-253733.0,0
192,AIN,2020,2458493007.0,2255785007.0,97863000.0,228111000.0,-42390000.0,10.4494,3.05,900610000.0,1549936000.0,433590000.0,98589000.0,199256000.0,371072000.0,0
193,AIN,2021,2902628825.0,2838845825.0,163776000.0,257577000.0,-53699000.0,11.617,3.65,929240000.0,1556064000.0,380852000.0,118478000.0,193217000.0,378391000.0,0
194,AIN,2022,3236667000.0,3066149000.0,31866000.0,218864000.0,-96348000.0,14.1881,3.04,1034887000.0,1642255000.0,495119000.0,95762000.0,208654000.0,389782000.0,0
195,AIN,2023,3383058284.0,3063979284.0,63627000.0,257356000.0,-84429000.0,14.0445,3.55,1147909000.0,1835014000.0,514857000.0,111120000.0,255542000.0,423718000.0,0
196,AIRG,2020,136170520.0,173959520.0,2977000.0,-2092000.0,-727000.0,-65.091071,-0.34,48502000.0,54927000.0,310000.0,-3279000.0,25769000.0,22585000.0,0
197,AIRG,2021,91515110.0,107331110.0,-11906000.0,-6534000.0,-736000.0,-14.005986,-1.01,64273000.0,66390000.0,3062000.0,-10087000.0,34691000.0,24607000.0,0
198,AIRG,2022,60035219.0,66555219.0,3683000.0,-4879000.0,-763000.0,-12.30482,-0.85,75895000.0,54400000.0,2440000.0,-8659000.0,36552000.0,27972000.0,0
199,AIRG,2023,28977604.0,37179604.0,-3647000.0,-8770000.0,-346000.0,-3.304174,-1.2,56040000.0,42229000.0,1539000.0,-12428000.0,33163000.0,20763000.0,0
200,AIRI,2020,71952573.0,39245573.0,-5322000.0,4457000.0,-3797000.0,45.2247,0.3,50097000.0,57777000.0,31901000.0,1096000.0,7951000.0,6512000.0,0
201,AIRI,2021,56864096.0,29140096.0,2700000.0,6187000.0,-1364000.0,8.2748,0.45,58939000.0,53425000.0,27289000.0,1627000.0,7766000.0,10253000.0,0
202,AIRI,2022,42017732.0,13803732.0,-1913000.0,3329000.0,-2361000.0,7.2407,-0.33,53238000.0,53814000.0,28509000.0,-1076000.0,7646000.0,7452000.0,0
203,AIRI,2023,33884896.0,10734896.0,2743000.0,2748000.0,-2119000.0,19.6548,-0.65,51516000.0,50715000.0,25772000.0,-2131000.0,7723000.0,7428000.0,0
204,AIV,2020,4727895468.0,786911468.0,23957000.0,89557000.0,-23889000.0,9.3569,-0.03,151451000.0,1840492000.0,1068875000.0,-5041000.0,88434000.0,89937000.0,0
205,AIV,2021,2510025122.0,1156595122.0,-165223000.0,119064000.0,-177809000.0,25.6738,-0.04,169836000.0,2434101000.0,1615927000.0,-5910000.0,117863000.0,102223000.0,0
206,AIV,2022,1912131114.0,1079621114.0,-33291000.0,342231000.0,-237523000.0,3.3975,0.49,190344000.0,2181223000.0,1162824000.0,75726000.0,198640000.0,118552000.0,0
207,AIV,2023,2283500231.0,1141298231.0,-222030000.0,-63519000.0,-272497000.0,-35.949877,-1.16,186995000.0,2089475000.0,1266438000.0,-166196000.0,101699000.0,113283000.0,0
208,AJG,2020,28208927000.0,23962627000.0,1707800000.0,1629700000.0,-99300000.0,17.8945,4.2,7009400000.0,22331400000.0,4865500000.0,818800000.0,1468900000.0,2509100000.0,0
209,AJG,2021,38428995000.0,35376195000.0,1263800000.0,1767500000.0,-128600000.0,21.8161,4.37,8209400000.0,33345000000.0,6592900000.0,906800000.0,1638700000.0,2975700000.0,1
210,AJG,2022,45747573600.0,39751773600.0,1207300000.0,2183500000.0,-182700000.0,21.1354,5.19,8550600000.0,38358400000.0,6415100000.0,1114200000.0,1930500000.0,3597400000.0,0
211,AJG,2023,54575865680.0,48554065680.0,1838100000.0,2178300000.0,-193600000.0,23.397,4.42,10071900000.0,51615800000.0,8317200000.0,969500000.0,2386200000.0,4245300000.0,0
212,AKAM,2020,18347515502.0,17082893502.0,483128000.0,1163591000.0,-731872000.0,15.9336,3.37,3198149000.0,7764130000.0,2776912000.0,557054000.0,1363803000.0,2065477000.0,0
213,AKAM,2021,19714463471.0,18786337471.0,859333000.0,1351185000.0,-545230000.0,15.3516,3.93,3461223000.0,8138673000.0,2858937000.0,651642000.0,1385065000.0,2192267000.0,0
214,AKAM,2022,15544707215.0,13255525215.0,816374000.0,1261853000.0,-458302000.0,12.0975,3.26,3616654000.0,8303400000.0,3174617000.0,523672000.0,1521795000.0,2232835000.0,0
215,AKAM,2023,21413739072.0,17850916072.0,618399000.0,1241012000.0,-730040000.0,17.7296,3.52,3811920000.0,9900037000.0,4535979000.0,547629000.0,1597439000.0,2300857000.0,0
216,B,2020,3207242810.0,2567004810.0,174764000.0,205095000.0,-40698000.0,13.6068,1.24,1124391000.0,2676226000.0,715966000.0,63375000.0,279783000.0,403153000.0,0
217,B,2021,2900400762.0,2361418762.0,133689000.0,235111000.0,-34117000.0,12.6235,1.96,1258846000.0,2576820000.0,614792000.0,99873000.0,304978000.0,454996000.0,0
218,B,2022,2551845073.0,2065737073.0,40477000.0,144959000.0,-35082000.0,16.4889,0.26,1261868000.0,2413730000.0,581293000.0,13479000.0,296559000.0,421872000.0,0
219,B,2023,2875775856.0,1653521856.0,56676000.0,207253000.0,-55739000.0,15.3349,0.31,1450871000.0,3308014000.0,1301740000.0,15996000.0,353093000.0,442085000.0,0
220,AL,2020,18999021640.0,5057345640.0,-1588037000.0,1470394000.0,-2678223000.0,12.4737,4.39,2015439000.0,25215175000.0,16518338000.0,516264000.0,113312000.0,803015000.0,0
221,AL,2021,20784790821.0,5041651821.0,-1855831000.0,1474198000.0,-3232667000.0,14.9167,3.57,2088389000.0,26968722000.0,17022480000.0,436632000.0,151795000.0,743431000.0,0
222,AL,2022,21927793366.0,4260474366.0,-2257478000.0,880444000.0,-3639628000.0,25.3021,-1.24,2317302000.0,28396705000.0,18641063000.0,-97024000.0,172458000.0,858423000.0,0
223,AL,2023,22790347948.0,4656482948.0,-2781031000.0,1876459000.0,-4527911000.0,12.8772,5.14,2684977000.0,30452252000.0,19182657000.0,614622000.0,220630000.0,961295000.0,0
224,ALAR,2020,13728209.0,27097209.0,-6668000.0,-6576000.0,-141000.0,-2.087623,-8.0,4886000.0,22973000.0,663000.0,-7845000.0,10614000.0,2387000.0,0
225,ALAR,2021,7681302.0,19984302.0,-9383000.0,-7685000.0,-277000.0,-0.999519,-4.9,9654000.0,30654000.0,562000.0,-13125000.0,15206000.0,4810000.0,0
226,ALAR,2022,5558776.0,7647776.0,-8100000.0,-10528000.0,-49000.0,-0.527999,-4.2,18550000.0,22371000.0,3046000.0,-13151000.0,22308000.0,10148000.0,0
227,ALAR,2023,37287608.0,42902608.0,4672000.0,-2895000.0,-55000.0,-12.880003,-1.4,26521000.0,20066000.0,1985000.0,-5525000.0,17998000.0,18810000.0,0
228,ALB,2020,18603578840.0,15761331840.0,-51563000.0,678619000.0,-850477000.0,26.3233,3.52,3128909000.0,10450946000.0,3688823000.0,375764000.0,489041000.0,994853000.0,0
229,ALB,2021,28781645550.0,27354596550.0,-609410000.0,449094000.0,-953667000.0,56.1085,1.06,3327957000.0,10974118000.0,2521236000.0,123672000.0,495508000.0,997971000.0,0
230,ALB,2022,27392920906.0,25405754906.0,646203000.0,2857258000.0,-1261646000.0,14.0473,22.84,7320104000.0,15456522000.0,3316369000.0,2689816000.0,596126000.0,3074587000.0,0
231,ALB,2023,19011854738.0,16955200738.0,-823960000.0,792754000.0,-2149281000.0,7.5809,13.36,9617203000.0,18270652000.0,4280444000.0,1573476000.0,1005218000.0,1185909000.0,0
232,ALC,2020,36005759636.0,32947759636.0,256000000.0,1112000000.0,-567000000.0,43.0176,-1.09,6833000000.0,27600000000.0,4496000000.0,-531000000.0,3422000000.0,2940000000.0,0
233,ALC,2021,46217878452.0,43287878452.0,165000000.0,1757000000.0,-1180000000.0,24.5058,0.76,8291000000.0,27999000000.0,4479000000.0,376000000.0,4072000000.0,4652000000.0,0
234,ALC,2022,36803441479.0,33647441479.0,472000000.0,1720000000.0,-745000000.0,19.7655,0.68,8717000000.0,29165000000.0,5068000000.0,335000000.0,4076000000.0,4748000000.0,0
235,ALC,2023,42355609791.0,38267609791.0,537000000.0,2242000000.0,-851000000.0,51.9701,1.96,9455000000.0,29614000000.0,5135000000.0,974000000.0,4208000000.0,5247000000.0,0
236,ALE,2020,5184574000.0,3227074000.0,-418000000.0,415800000.0,-717800000.0,12.1475,3.35,1169100000.0,6084600000.0,1819300000.0,174200000.0,273900000.0,424800000.0,0
237,ALE,2021,5515320000.0,3529820000.0,-216000000.0,421500000.0,-479500000.0,13.4783,3.23,1419200000.0,6435000000.0,1993800000.0,169200000.0,302200000.0,453500000.0,0
238,ALE,2022,5620712749.0,3687512749.0,800000.0,425600000.0,-220500000.0,12.8356,3.38,1570700000.0,6845600000.0,1920800000.0,189300000.0,312600000.0,446800000.0,0
239,ALE,2023,5200518089.0,3515318089.0,314100000.0,546400000.0,-271200000.0,9.8234,4.3,1879800000.0,6656400000.0,1791300000.0,247100000.0,309000000.0,489900000.0,0
240,ALEX,2020,1910032000.0,1243832000.0,42500000.0,91600000.0,-20600000.0,20.212,0.08,190300000.0,2036000000.0,705500000.0,5600000.0,33700000.0,64100000.0,0
241,ALEX,2021,2441625000.0,1819025000.0,93900000.0,141200000.0,-30300000.0,22.3592,0.48,254000000.0,1879800000.0,537300000.0,35400000.0,39600000.0,119100000.0,0
242,ALEX,2022,1857953521.0,1358753521.0,12300000.0,78800000.0,-21700000.0,23.3411,-0.7,230500000.0,1787300000.0,477100000.0,-50600000.0,36500000.0,97600000.0,0
243,ALEX,2023,1877440711.0,1379640711.0,45400000.0,100600000.0,-21700000.0,17.4808,0.41,208900000.0,1646200000.0,465100000.0,29800000.0,34500000.0,102300000.0,0
244,ALG,2020,1909753291.0,1629179291.0,166459000.0,139434000.0,-17874000.0,13.666,4.88,1163466000.0,1121859000.0,289066000.0,57804000.0,198945000.0,293730000.0,0
245,ALG,2021,1952726518.0,1747641518.0,24360000.0,164510000.0,-25307000.0,12.8632,6.75,1334223000.0,1205742000.0,274209000.0,80245000.0,217576000.0,334514000.0,0
246,ALG,2022,1982582176.0,1694417176.0,-16774000.0,195360000.0,-31304000.0,11.1612,8.54,1513616000.0,1308508000.0,306637000.0,101928000.0,227926000.0,376518000.0,0
247,ALG,2023,2717760554.0,2507394554.0,93409000.0,249186000.0,-37745000.0,11.0563,11.36,1689651000.0,1409386000.0,240572000.0,136161000.0,255677000.0,453644000.0,0
248,ALGN,2020,41611866800.0,42141206800.0,507258000.0,480709000.0,-154916000.0,100.1002,22.41,2471941000.0,4829683000.0,86180000.0,1775888000.0,1376064000.0,1763235000.0,0
249,ALGN,2021,50585337800.0,51726637800.0,771446000.0,1085129000.0,-401098000.0,47.1613,9.69,3952584000.0,5942110000.0,125375000.0,772020000.0,1958955000.0,2935355000.0,0
250,ALGN,2022,15503996825.0,16473894825.0,276832000.0,779841000.0,-291900000.0,17.7694,4.61,3734635000.0,5947947000.0,126908000.0,361573000.0,1979727000.0,2633775000.0,0
251,ALGN,2023,19828412236.0,20985417236.0,608060000.0,799055000.0,-177716000.0,26.8578,5.81,3862260000.0,6083877000.0,126619000.0,445053000.0,2050209000.0,2706863000.0,0
252,ALGT,2020,4060312120.0,3104589120.0,-46537000.0,-127152000.0,-281159000.0,-31.932743,-11.53,990073000.0,3258925000.0,1775613000.0,-184093000.0,-29654000.0,-4340000.0,0
253,ALGT,2021,4018749702.0,3387552702.0,294580000.0,446129000.0,-243613000.0,10.4011,8.68,1707910000.0,3991073000.0,1876687000.0,151853000.0,-45537000.0,231536000.0,0
254,ALGT,2022,2361481706.0,1250918706.0,-131640000.0,305566000.0,-434690000.0,9.9905,0.14,2301829000.0,4511297000.0,2211923000.0,2493000.0,214210000.0,340468000.0,0
255,ALGT,2023,2979045479.0,1520121479.0,-105228000.0,490235000.0,-528320000.0,5.3298,6.29,2509857000.0,4869410000.0,2362937000.0,117596000.0,248117000.0,497743000.0,0
256,ALKS,2020,2991480762.0,3175264762.0,40623000.0,-6024000.0,-42219000.0,86.5215,-0.7,1038756000.0,1949730000.0,410157000.0,-110861000.0,972867000.0,860440000.0,0
257,ALKS,2021,3626207226.0,3766662226.0,72695000.0,177598000.0,-29020000.0,493.8318,-0.3,1173751000.0,2024484000.0,416206000.0,-48169000.0,878682000.0,976428000.0,0
258,ALKS,2022,4118690862.0,4293481862.0,-17211000.0,59774000.0,-38255000.0,68.904388,-0.97,1111795000.0,1963978000.0,379435000.0,-158267000.0,899816000.0,893727000.0,0
259,ALKS,2023,4125112873.0,4629286873.0,353305000.0,519478000.0,-48048000.0,13.0798,2.1,1663405000.0,2136223000.0,372185000.0,355757000.0,996246000.0,1410368000.0,0
260,ALLE,2020,11615538797.0,10615338797.0,443200000.0,497500000.0,-47100000.0,23.7003,3.39,2719900000.0,3069400000.0,1429600000.0,314300000.0,635700000.0,1178800000.0,0
261,ALLE,2021,12610277375.0,11683277375.0,443200000.0,657300000.0,-45400000.0,19.787,5.34,2867400000.0,3051000000.0,1442100000.0,483000000.0,674700000.0,1204900000.0,0
262,ALLE,2022,11191445963.0,9246545963.0,395500000.0,688300000.0,-64000000.0,17.0888,5.19,3271900000.0,3991200000.0,2094500000.0,458000000.0,736000000.0,1322400000.0,0
263,ALLE,2023,12775206736.0,11121806736.0,516400000.0,821900000.0,-84200000.0,15.4589,6.12,3650800000.0,4311500000.0,2015000000.0,540400000.0,865600000.0,1581500000.0,0
264,ALLT,2020,271911351.0,372225351.0,-19807000.0,-2732000.0,-7582000.0,-99.528313,-0.27,135922000.0,201600000.0,4648000.0,-9348000.0,104869000.0,95840000.0,0
265,ALLT,2021,338643782.0,433518782.0,-16012000.0,-7538000.0,-7642000.0,-44.924885,-0.42,145600000.0,203414000.0,8252000.0,-15040000.0,114575000.0,101047000.0,0
266,ALLT,2022,76121266.0,128436266.0,-38207000.0,-22745000.0,-5642000.0,-3.346725,-0.87,122737000.0,212953000.0,44696000.0,-32030000.0,115175000.0,82906000.0,0
267,ALLT,2023,46159335.0,63122335.0,-32225000.0,-53516000.0,-2489000.0,-0.862533,-1.66,93150000.0,138163000.0,41928000.0,-62804000.0,117621000.0,52686000.0,0
268,ALNT,2020,621357399.0,498429399.0,15467000.0,38477000.0,-9371000.0,16.0421,0.95,366694000.0,349197000.0,139720000.0,13643000.0,85581000.0,108575000.0,0
269,ALNT,2021,668098890.0,560522890.0,11686000.0,44456000.0,-13716000.0,15.0574,1.66,403516000.0,470785000.0,176284000.0,24094000.0,95030000.0,121056000.0,0
270,ALNT,2022,787361972.0,553123972.0,-10314000.0,56859000.0,-15910000.0,15.2418,1.09,502988000.0,588347000.0,258850000.0,17389000.0,125603000.0,157259000.0,0
271,ALNT,2023,716064134.0,489742134.0,33435000.0,67151000.0,-11603000.0,10.4982,1.48,578634000.0,597542000.0,243488000.0,24097000.0,141369000.0,183683000.0,0
