,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
CAH,0,0,1,0,0,0,1,0,0,0
CAKE,0,0,0,0,0,0,0,0,0,0
CAL,0,0,0,0,0,0,0,0,0,0
CALC,0,0,0,0,0,0,0,0,0,0
CALM,0,0,0,0,0,0,0,0,0,0
CALX,0,0,0,0,0,0,0,0,0,0
CAMP,0,0,1,0,0,0,0,0,0,0
CAMT,0,0,0,1,0,0,0,0,0,0
CAN,0,0,0,0,0,0,0,0,0,0
CANF,0,0,0,0,0,0,0,0,0,0
CANG,0,0,0,0,0,0,0,0,0,0
CAPL,0,0,1,0,0,0,0,0,0,0
CAPN,0,0,0,0,0,0,0,0,0,0
CAPNR,0,0,0,0,0,0,0,0,0,0
CAPR,0,0,0,0,0,0,0,0,0,0
CAPT,0,0,0,0,0,0,0,0,0,0
CAPTW,0,0,0,0,0,0,0,0,0,0
CAR,0,0,0,1,0,0,0,0,0,0
CARA,0,0,0,0,0,0,0,0,0,0
CARE,0,0,0,0,0,0,0,0,0,0
CARG,0,0,0,0,0,0,0,0,0,0
CARM,0,0,1,0,0,0,0,0,0,0
CARR,0,0,0,0,0,0,1,1,1,0
CARS,0,0,0,0,0,0,0,0,0,0
CART,0,0,0,0,0,0,0,0,0,0
CARV,0,0,0,0,0,0,0,0,0,0
CASH,0,0,0,0,1,0,0,0,0,0
CASI,0,0,0,0,0,0,0,0,0,0
CASK,0,0,0,0,0,0,0,0,0,0
CASS,0,0,0,0,0,0,0,0,0,0
CASY,0,0,0,0,0,0,0,0,0,0
CAT,0,0,1,0,0,0,0,1,0,0
CATO,0,0,0,0,0,0,0,0,0,0
CATX,0,0,0,0,0,0,0,0,0,0
CATY,0,0,0,0,0,0,0,0,0,0
CAVA,0,0,0,0,0,0,0,0,0,0
CB,0,0,0,0,0,0,0,0,0,0
CBAN,0,0,0,1,0,0,0,0,0,0
CBAT,0,0,0,0,0,0,0,0,0,0
CBFV,0,0,0,0,0,0,0,0,0,0
CBL,0,0,0,0,0,0,0,0,0,0
CBLL,0,0,0,0,0,0,0,0,0,0
CBNA,0,0,0,0,0,0,0,0,0,0
CBNK,0,0,0,0,0,0,0,0,0,0
CBOE,0,0,0,0,0,0,0,0,0,0
CBRE,0,0,0,0,0,0,0,0,0,0
CBRL,0,0,0,0,0,0,0,0,0,0
CBSH,0,0,0,0,0,0,0,0,0,0
CBT,0,0,0,0,0,1,0,0,0,0
CBU,0,0,0,0,0,0,0,0,0,0
CBUS,0,0,0,0,0,0,0,0,0,0
CBZ,0,0,0,0,0,0,0,0,0,0
CC,0,0,0,0,0,0,0,0,0,0
CCAP,0,0,0,0,0,0,0,0,0,0
CCB,0,0,0,0,0,0,0,0,0,0
CCBG,0,0,0,0,0,0,0,0,0,0
CCCC,0,0,0,0,0,0,0,0,0,0
CCCS,0,0,0,0,0,0,0,0,0,0
CCD,0,0,0,0,0,0,0,0,0,0
CCEC,0,0,0,0,0,0,0,0,0,0
CCEL,0,0,0,0,0,0,0,0,0,0
CCEP,0,0,0,1,0,1,0,0,0,0
CCG,0,0,0,0,0,0,0,0,0,0
CCGWW,0,0,0,0,0,0,0,0,0,0
CCI,0,0,0,0,0,0,0,0,0,0
CCIA,0,0,0,0,0,0,0,0,0,0
CCIF,0,0,0,0,0,0,0,0,0,0
CCIR,0,0,0,0,0,0,0,0,0,0
CCIRU,0,0,0,0,0,0,0,0,0,0
CCIRW,0,0,0,0,0,0,0,0,0,0
CCIX,0,0,0,0,0,0,0,0,0,0
CCIXU,0,0,0,0,0,0,0,0,0,0
CCIXW,0,0,0,0,0,0,0,0,0,0
CCJ,0,0,0,0,0,0,0,0,0,0
CCK,0,0,0,0,0,0,0,0,0,0
CCL,0,0,0,0,0,1,0,0,0,0
CCLD,0,0,0,0,0,0,0,0,0,0
CCLDO,0,0,0,0,0,0,0,0,0,0
CCLDP,0,0,0,0,0,0,0,0,0,0
CCM,0,0,0,0,0,0,0,0,0,0
CCNE,0,0,0,0,0,0,0,0,0,0
CCNEP,0,0,0,0,0,0,0,0,0,0
CCO,0,0,0,0,0,1,0,0,0,0
CCOI,0,0,0,0,0,0,0,0,0,0
CCRD,0,0,0,0,0,0,0,0,0,0
CCRN,0,0,0,0,0,0,0,0,0,0
CCS,0,0,0,0,0,0,0,0,0,0
CCSI,0,0,0,0,0,0,0,0,0,0
CCTG,0,0,0,0,0,0,0,0,0,0
CCU,0,0,0,0,0,0,0,0,0,0
CCZ,0,0,0,0,0,0,0,0,0,0
CDE,0,0,0,0,0,0,0,0,0,0
CDIO,0,0,0,0,0,0,0,0,0,0
CDIOW,0,0,0,0,0,0,0,0,0,0
CDLR,0,0,0,0,0,0,1,0,0,1
CDLX,0,0,0,0,0,0,0,0,0,0
CDMO,0,0,0,0,0,0,0,0,0,0
CDNA,0,0,0,0,0,0,0,0,0,0
CDNS,0,0,0,0,1,0,0,0,0,0
CDP,0,0,0,0,0,0,0,0,0,0
CDRE,0,0,0,0,0,0,0,0,0,0
CDRO,0,0,0,0,0,0,0,0,0,0
CDROW,0,0,0,0,0,0,0,0,0,0
CDR^B,0,0,0,0,0,0,0,0,0,0
CDR^C,0,0,0,0,0,0,0,0,0,0
CDT,0,0,0,0,0,0,0,0,0,0
CDTG,0,0,0,0,0,0,0,0,0,0
CDTTW,0,0,0,0,0,0,0,0,0,0
CDTX,0,0,0,0,0,0,0,0,0,0
CDW,0,0,0,0,0,0,0,0,0,0
CDXC,0,0,0,0,0,0,0,0,0,0
CDXS,0,0,0,0,0,0,0,0,0,0
CDZI,0,0,0,0,0,0,0,0,0,0
CDZIP,0,0,0,0,0,0,0,0,0,0
CE,0,0,1,0,0,0,0,0,0,0
CEAD,0,0,0,0,0,0,0,0,0,0
CEADW,0,0,0,0,0,0,0,0,0,0
CECO,0,0,0,0,0,0,0,0,0,0
CEE,0,0,0,0,0,0,0,0,0,0
CEG,0,0,0,0,0,0,0,0,0,0
CEIX,0,0,0,0,0,0,0,0,0,0
CELC,0,0,0,1,0,0,0,0,0,0
CELH,0,0,0,0,0,0,0,0,0,0
CELU,0,0,0,0,0,0,0,0,0,0
CELUW,0,0,0,0,0,0,0,0,0,0
CELZ,0,0,0,0,0,0,0,0,0,0
CENN,0,0,0,0,0,0,0,0,0,0
CENT,0,0,0,0,0,0,0,0,0,0
CENTA,0,0,0,0,0,0,0,0,0,0
CENX,0,0,0,0,0,0,0,0,0,0
CEP,0,0,0,0,0,0,0,0,0,0
CEPU,0,0,0,0,0,0,0,0,0,0
CERO,0,0,0,0,0,0,0,0,0,0
CEROW,0,0,0,0,0,0,0,0,0,0
CERS,0,0,0,0,0,0,0,0,0,0
CERT,0,0,0,0,0,0,0,0,0,0
CET,0,0,0,0,0,0,0,0,0,0
CETX,0,0,0,0,0,0,0,0,0,0
CETY,0,0,0,0,0,0,0,0,0,0
CEV,0,0,0,0,0,0,0,0,0,0
CEVA,0,0,0,0,0,0,0,0,0,0
CF,0,0,0,0,0,0,0,0,0,0
CFB,0,0,0,0,0,0,0,0,0,0
CFBK,0,0,0,0,0,0,0,0,0,0
CFFI,0,0,0,0,0,0,0,0,0,0
CFFN,0,0,0,0,0,0,0,0,0,0
CFFS,0,0,0,0,0,0,0,0,0,0
CFG,0,0,0,0,0,0,0,0,1,0
CFG^E,0,0,0,0,0,0,0,0,0,0
CFG^H,0,0,0,0,0,0,0,0,0,0
CFLT,0,0,0,0,0,0,0,0,0,0
CFR,0,0,0,0,0,0,0,0,0,0
CFR^B,0,0,0,0,0,0,0,0,0,0
CFSB,0,0,0,0,0,0,0,0,0,0
CG,0,0,1,1,0,0,0,0,0,0
CGABL,0,0,0,0,0,0,0,0,0,0
CGAU,0,0,0,0,0,0,0,0,0,0
CGBD,0,0,0,0,0,0,0,0,0,0
CGBDL,0,0,0,0,0,0,0,0,0,0
CGBS,0,0,0,0,0,0,0,0,0,0
CGBSW,0,0,0,0,0,0,0,0,0,0
CGC,0,0,0,0,0,0,0,0,0,0
CGEM,0,0,0,0,0,0,0,0,0,0
CGEN,0,0,0,0,0,0,0,0,1,0
CGNT,0,0,0,0,0,0,0,0,0,0
CGNX,0,0,0,0,0,0,0,0,0,0
CGO,0,0,0,0,0,0,0,0,0,0
CGON,0,0,0,0,0,0,0,0,0,0
CGTL,0,0,0,0,0,0,0,0,0,0
CGTX,0,0,0,0,0,0,0,0,0,0
CHAR,0,0,0,0,0,0,0,0,0,0
CHARR,0,0,0,0,0,0,0,0,0,0
CHARU,0,0,0,0,0,0,0,0,0,0
CHCI,0,0,0,0,0,0,0,0,0,0
CHCO,0,0,0,0,0,0,0,0,0,0
CHCT,0,0,0,0,0,0,0,0,0,0
CHD,0,0,1,0,0,0,0,0,0,0
CHDN,0,0,0,0,0,0,0,0,0,0
CHE,0,0,0,0,0,0,0,0,0,0
CHEB,0,0,0,0,0,0,0,0,0,0
CHEF,0,0,1,0,0,0,0,0,0,0
CHEK,0,0,0,0,0,0,0,0,0,0
CHGG,0,0,0,0,0,0,0,0,0,0
CHH,0,0,0,0,0,1,0,0,0,0
CHI,0,0,0,0,0,0,0,0,0,0
CHKP,0,0,0,0,0,0,0,0,0,0
CHMG,0,0,0,0,0,0,0,0,0,0
CHMI,0,0,0,0,0,0,0,0,0,0
CHMI^A,0,0,0,0,0,0,0,0,0,0
CHMI^B,0,0,0,0,0,0,0,0,0,0
CHN,0,0,0,0,0,0,0,0,0,0
CHNR,0,0,0,0,0,0,0,0,0,0
CHPT,0,0,0,0,0,0,0,0,0,0
CHR,0,0,0,0,0,0,0,0,0,0
CHRD,0,0,1,0,0,0,1,0,0,0
CHRO,0,0,0,0,0,0,0,0,0,0
CHRS,0,0,0,0,0,0,0,0,0,0
CHRW,0,0,1,0,0,0,0,0,0,0
CHSCL,0,0,0,0,0,0,0,0,0,0
CHSCM,0,0,0,0,0,0,0,0,0,0
CHSCN,0,0,0,0,0,0,0,0,0,0
CHSCO,0,0,0,0,0,0,0,0,0,0
CHSCP,0,0,0,0,0,0,0,0,0,0
CHSN,0,0,0,0,0,0,0,0,0,0
CHT,0,0,0,0,0,0,0,0,0,0
CHTR,0,0,0,0,0,0,0,0,0,0
CHW,0,0,0,0,0,0,0,0,0,0
CHWY,0,0,0,0,0,0,0,0,0,0
CHX,0,0,0,0,0,0,0,0,0,0
CHY,0,0,0,0,0,0,0,0,0,0
CI,0,0,0,1,0,0,0,0,0,0
CIA,0,0,0,0,0,0,0,0,0,0
CIB,0,0,0,0,0,0,0,0,0,0
CICB,0,0,0,0,0,0,0,0,0,0
CIEN,0,0,0,0,0,0,0,0,0,0
CIF,0,0,0,0,0,0,0,0,0,0
CIFR,0,0,0,0,0,0,0,0,0,0
CIFRW,0,0,0,0,0,0,0,0,0,0
CIG,0,0,0,0,0,0,0,0,0,0
CIGI,0,0,0,0,0,0,0,0,0,0
CII,0,0,0,0,0,0,0,0,0,0
CIK,0,0,0,0,0,0,0,0,0,0
CIM,0,0,0,0,0,0,0,0,0,0
CIMN,0,0,0,0,0,0,0,0,0,0
CIMO,0,0,0,0,0,0,0,0,0,0
CIM^A,0,0,0,0,0,0,0,0,0,0
CIM^B,0,0,0,0,0,0,0,0,0,0
CIM^C,0,0,0,0,0,0,0,0,0,0
CIM^D,0,0,0,0,0,0,0,0,0,0
CINF,0,0,0,0,0,0,0,0,0,0
CING,0,0,0,0,0,0,0,0,0,0
CINGW,0,0,0,0,0,0,0,0,0,0
CINT,0,0,0,0,0,0,0,0,0,0
CIO,0,0,0,0,0,0,0,0,0,0
CION,0,0,0,0,0,0,0,0,0,0
CIO^A,0,0,0,0,0,0,0,0,0,0
CISO,0,0,0,0,0,0,0,0,0,0
CISS,0,0,0,0,0,0,0,0,0,0
CITE,0,0,0,0,0,0,0,0,0,0
CITEW,0,0,0,0,0,0,0,0,0,0
CIVB,0,0,0,0,0,0,0,0,0,0
CIVI,0,0,0,0,0,0,0,0,1,0
CIX,0,0,0,0,0,0,0,0,0,0
CJET,0,0,0,0,0,0,0,0,0,0
CJJD,0,0,0,0,0,0,0,0,0,0
CKPT,0,0,0,0,0,0,0,0,0,0
CKX,0,0,0,0,0,0,0,0,0,0
CL,0,0,0,0,0,0,0,1,0,0
CLAR,0,0,1,0,0,0,0,0,0,0
CLB,0,0,0,0,0,0,0,0,0,0
CLBK,0,0,0,0,1,0,0,0,0,0
CLBR,0,0,0,0,0,0,0,0,0,0
CLBT,0,0,0,0,0,0,0,0,0,0
CLCO,0,0,0,0,0,0,0,0,0,0
CLDI,0,0,0,0,0,0,0,0,0,0
CLDT,0,0,0,0,0,0,0,0,0,0
CLDT^A,0,0,0,0,0,0,0,0,0,0
CLDX,0,0,0,0,0,0,0,0,0,0
CLEU,0,0,0,0,0,0,0,0,0,0
CLF,0,0,0,1,0,0,0,0,0,0
CLFD,0,0,0,0,0,0,0,0,0,0
CLGN,0,0,0,0,0,0,0,0,0,0
CLH,0,0,1,0,0,0,0,0,0,0
CLIK,0,0,0,0,0,0,0,0,0,0
CLIR,0,0,0,0,0,0,0,0,0,0
CLLS,0,0,0,0,0,0,0,0,0,0
CLM,0,0,0,0,0,0,0,0,0,0
CLMB,0,0,0,0,0,0,0,0,0,0
CLMT,0,1,1,0,0,0,0,0,0,0
CLNE,0,0,0,0,0,0,0,0,0,0
CLNN,0,0,0,0,0,0,0,0,0,0
CLNNW,0,0,0,0,0,0,0,0,0,0
CLOV,0,0,0,0,0,0,0,0,0,1
CLPR,0,0,0,0,0,0,0,0,0,0
CLPS,0,0,0,0,0,0,0,0,0,0
CLPT,0,0,0,0,0,0,0,0,0,0
CLRB,0,0,0,0,0,0,0,0,0,0
CLRC,0,0,0,0,0,0,0,0,0,0
CLRCR,0,0,0,0,0,0,0,0,0,0
CLRCW,0,0,0,0,0,0,0,0,0,0
CLRO,0,0,0,0,0,0,0,0,0,0
CLS,0,0,0,0,0,0,0,0,0,0
CLSD,0,0,0,0,0,0,0,0,0,0
CLSK,0,0,0,0,0,0,0,0,0,0
CLSKW,0,0,0,0,0,0,0,0,0,0
CLST,0,0,0,0,0,0,0,0,0,0
CLVT,0,0,0,0,0,0,0,0,0,0
CLW,0,0,0,0,0,0,0,0,0,1
CLWT,0,0,0,0,0,0,0,0,0,0
CLX,0,0,0,0,0,0,0,0,0,0
CLYM,0,0,0,0,0,0,0,0,0,0
CM,0,0,1,0,0,0,0,0,0,0
CMA,0,0,0,0,0,0,0,0,0,0
CMBM,0,0,0,0,0,0,0,0,0,0
CMBT,0,0,1,1,0,0,0,1,1,1
CMC,0,0,0,0,0,0,0,0,0,0
CMCL,0,0,0,1,0,0,0,0,0,0
CMCM,0,0,0,0,0,1,0,0,0,0
CMCO,0,0,0,0,0,0,0,0,0,0
CMCSA,0,1,1,1,0,0,0,0,0,1
CMCT,0,0,0,0,0,0,0,0,0,0
CME,0,0,0,0,0,0,0,0,0,0
CMG,0,0,0,0,0,0,0,0,0,0
CMI,0,0,0,0,0,0,0,0,0,0
CMLS,0,0,0,0,0,0,0,0,0,0
CMMB,0,0,0,0,0,0,0,0,0,0
CMND,0,0,0,0,0,0,0,0,0,0
CMP,0,0,0,0,0,0,0,0,0,0
CMPO,0,0,0,0,0,0,0,0,0,0
CMPOW,0,0,0,0,0,0,0,0,0,0
CMPR,0,0,0,0,0,0,0,0,0,0
CMPS,0,0,0,0,0,0,0,0,0,0
CMPX,0,0,0,0,0,0,0,0,0,0
CMRE,0,0,0,0,0,0,0,0,0,0
CMRE^B,0,0,0,0,0,0,0,0,0,0
CMRE^C,0,0,0,0,0,0,0,0,0,0
CMRE^D,0,0,0,0,0,0,0,0,0,0
CMRX,0,0,0,0,0,0,0,0,0,0
CMS,0,0,0,0,0,0,0,0,0,0
CMSA,0,0,0,0,0,0,0,0,0,0
CMSC,0,0,0,0,0,0,0,0,0,0
CMSD,0,0,0,0,0,0,0,0,0,0
CMS^B,0,0,0,0,0,0,0,0,0,0
CMS^C,0,0,0,0,0,0,0,0,0,0
CMT,0,0,0,0,0,0,0,0,0,0
CMTG,0,0,0,0,0,0,0,0,0,0
CMTL,0,0,0,1,0,0,0,0,0,0
CMU,0,0,0,0,0,0,0,0,0,0
CNA,0,0,0,0,0,0,0,0,0,0
CNC,0,0,0,0,1,0,0,0,0,0
CNDT,0,0,0,0,0,0,0,0,0,0
CNET,0,0,0,0,0,0,0,0,0,0
CNEY,0,0,0,0,0,0,0,0,0,0
CNF,0,0,0,0,0,0,0,0,0,0
CNFR,0,0,0,0,0,0,0,0,0,0
CNH,0,0,1,0,0,0,0,1,0,0
CNI,0,0,0,0,0,0,1,0,0,0
CNK,0,0,0,0,0,0,0,0,0,0
CNL,0,0,0,0,0,0,0,0,0,0
CNM,0,0,0,0,0,0,0,0,0,0
CNMD,0,0,0,0,0,0,0,0,0,0
CNNE,0,0,0,0,0,0,0,0,0,0
CNO,0,0,0,0,0,0,0,0,0,0
CNOB,0,0,0,0,0,0,0,0,0,0
CNOBP,0,0,0,0,0,0,0,0,0,0
CNO^A,0,0,0,0,0,0,0,0,0,0
CNP,0,0,0,0,0,0,0,0,0,0
CNQ,0,0,0,0,0,0,0,0,0,0
CNS,0,0,0,0,0,0,0,0,0,0
CNSL,0,0,0,0,0,0,0,0,0,0
CNSP,0,0,0,0,0,0,0,0,0,0
CNTA,0,0,0,0,0,0,0,0,0,0
CNTB,0,0,0,0,0,0,0,0,0,0
CNTM,0,0,0,0,0,0,0,0,0,0
CNTX,0,0,0,0,0,0,0,0,0,0
CNTY,0,0,0,0,0,0,0,0,0,0
CNVS,0,0,0,0,0,0,0,0,0,0
CNX,0,0,0,1,0,0,0,0,0,0
CNXC,0,0,0,0,0,0,0,0,0,0
CNXN,0,0,0,0,0,0,0,0,0,0
COCH,0,0,0,0,0,0,0,0,0,0
COCHW,0,0,0,0,0,0,0,0,0,0
COCO,0,0,0,0,0,0,0,0,0,0
COCP,0,0,0,0,0,0,0,0,0,0
CODA,0,0,0,0,0,0,0,0,0,0
CODI,0,0,0,0,0,0,0,0,0,0
CODI^A,0,0,0,0,0,0,0,0,0,0
CODI^B,0,0,0,0,0,0,0,0,0,0
CODI^C,0,0,0,0,0,0,0,0,0,0
CODX,0,0,0,0,0,0,0,0,0,0
COE,0,0,0,0,0,0,0,0,0,0
COEP,0,0,0,0,0,0,0,0,0,0
COEPW,0,0,0,0,0,0,0,0,0,0
COF,0,0,0,1,1,0,0,0,0,0
COFS,0,0,0,0,0,0,0,0,0,0
COF^I,0,0,0,0,0,0,0,0,0,0
COF^J,0,0,0,0,0,0,0,0,0,0
COF^K,0,0,0,0,0,0,0,0,0,0
COF^L,0,0,0,0,0,0,0,0,0,0
COF^N,0,0,0,0,0,0,0,0,0,0
COGT,0,0,0,0,0,0,0,0,0,0
COHN,0,0,0,0,0,0,0,0,0,0
COHR,0,0,0,0,0,0,0,0,0,0
COHU,0,0,0,0,0,0,0,0,0,0
COIN,0,0,0,0,0,0,0,0,0,0
COKE,0,0,0,0,0,0,0,0,0,0
COLB,0,0,0,0,0,0,0,0,0,0
COLD,0,0,0,0,1,0,0,0,0,0
COLL,0,0,0,0,0,0,0,0,0,0
COLM,0,0,0,0,0,0,0,0,0,0
COMM,0,0,0,0,0,0,0,0,1,0
COMP,0,0,0,0,0,0,0,0,0,0
CON,0,0,0,0,0,0,0,0,0,0
COO,0,0,0,0,0,0,0,0,0,0
COOK,0,0,0,0,0,0,0,0,0,0
COOP,0,0,0,1,0,0,0,0,0,0
COOT,0,0,0,0,0,0,0,0,0,0
COOTW,0,0,0,0,0,0,0,0,0,0
COP,0,0,1,1,1,1,0,0,1,1
COR,0,0,0,0,0,0,0,0,1,1
CORT,0,0,0,0,0,0,0,0,0,1
CORZ,0,0,0,0,0,0,0,0,0,0
CORZW,0,0,0,0,0,0,0,0,0,0
CORZZ,0,0,0,0,0,0,0,0,0,0
COSM,0,0,0,0,0,0,0,0,0,0
COST,0,0,0,0,0,0,0,0,0,0
COTY,0,0,1,0,1,0,0,0,0,0
COUR,0,0,0,0,0,0,0,0,0,0
COYA,0,0,0,0,0,0,0,0,0,0
CP,0,0,0,1,0,0,0,0,0,0
CPA,0,0,0,0,0,0,0,0,0,0
CPAC,0,0,0,0,0,0,0,0,0,0
CPAY,0,0,1,1,1,0,0,0,0,0
CPB,0,0,0,1,1,0,0,0,0,0
CPBI,0,0,0,0,0,0,0,0,0,0
CPF,0,0,0,0,0,0,0,0,0,0
CPHC,0,0,0,0,0,0,0,0,0,0
CPHI,0,0,0,0,0,0,0,0,0,0
CPIX,0,0,0,1,0,0,0,0,0,0
CPK,0,0,0,0,0,0,0,0,0,0
CPNG,0,0,0,0,0,0,0,0,0,0
CPOP,0,0,0,0,0,0,0,0,0,0
CPRI,0,0,1,0,0,0,0,0,0,0
CPRT,0,0,0,0,0,0,0,0,0,0
CPRX,0,0,0,0,0,0,0,0,0,0
CPS,0,0,0,0,0,0,0,0,0,0
CPSH,0,0,0,0,0,0,0,0,0,0
CPSS,0,0,0,0,0,0,0,0,0,0
CPT,0,0,0,0,0,0,0,0,0,0
CPTN,0,0,0,0,0,0,0,0,0,0
CPTNW,0,0,0,0,0,0,0,0,0,0
CPZ,0,0,0,0,0,0,0,0,0,0
CQP,0,0,0,0,0,0,0,0,0,0
CR,0,0,0,0,0,0,0,0,0,1
CRAI,0,0,1,0,0,0,0,0,0,0
CRBD,0,0,0,0,0,0,0,0,0,0
CRBG,0,0,0,0,0,0,0,0,0,0
CRBP,0,0,0,0,0,0,0,0,0,0
CRBU,0,0,0,0,0,0,0,0,0,0
CRC,0,0,0,0,0,0,1,0,0,0
CRCT,0,0,0,0,0,0,0,0,0,0
CRD/A,0,0,0,0,0,0,0,0,0,0
CRD/B,0,0,0,0,0,0,0,0,0,0
CRDF,0,0,0,0,0,0,0,0,0,0
CRDL,0,0,0,0,0,0,0,0,0,0
CRDO,0,0,0,0,0,0,0,0,0,0
CREG,0,0,0,0,0,0,0,0,0,0
CRESW,0,0,0,0,0,0,0,0,0,0
CRESY,0,0,0,0,0,0,0,0,0,0
CREV,0,0,0,0,0,0,0,0,0,0
CREVW,0,0,0,0,0,0,0,0,0,0
CREX,0,0,0,0,0,0,0,0,0,0
CRF,0,0,0,0,0,0,0,0,0,0
CRGO,0,0,0,0,0,0,0,0,0,0
CRGOW,0,0,0,0,0,0,0,0,0,0
CRGX,0,0,0,0,0,0,0,0,0,0
CRGY,0,0,0,0,0,0,0,0,0,0
CRH,0,0,0,1,1,1,0,0,0,1
CRI,0,0,1,0,0,1,0,0,0,0
CRIS,0,0,0,0,0,0,0,0,0,0
CRK,0,0,1,0,0,0,0,0,0,0
CRKN,0,0,0,0,0,0,0,0,0,0
CRL,0,0,0,0,0,0,0,1,0,0
CRM,0,0,0,0,0,0,0,1,0,0
CRMD,0,0,0,0,0,0,0,0,0,0
CRML,0,0,0,0,0,0,0,0,0,0
CRMLW,0,0,0,0,0,0,0,0,0,0
CRMT,0,0,0,0,0,0,0,0,0,0
CRNC,0,0,0,0,0,0,0,0,0,0
CRNT,0,0,1,0,0,0,0,0,0,0
CRNX,0,0,0,0,0,0,0,0,0,0
CRON,0,0,0,0,0,0,0,0,0,0
CROX,0,0,0,0,0,0,0,0,0,0
CRS,0,0,0,0,0,0,0,0,0,0
CRSP,0,0,0,0,0,0,0,0,0,0
CRSR,0,0,0,0,0,0,0,0,0,0
CRT,0,0,0,0,0,0,0,0,0,0
CRTO,0,0,0,0,0,0,0,0,0,0
CRUS,0,0,0,0,0,0,0,0,0,0
CRVL,0,0,0,0,0,0,0,0,0,0
CRVO,0,0,0,0,0,0,0,0,0,0
CRVS,0,0,0,0,0,0,0,0,0,0
CRWD,0,0,0,0,0,0,0,0,0,0
CRWS,0,0,1,0,0,0,0,0,0,0
CSAN,0,0,0,0,0,0,0,0,0,0
CSBR,0,0,0,0,0,0,0,0,0,0
CSCI,0,0,0,0,0,0,0,0,0,0
CSCO,0,0,0,0,0,0,0,0,0,0
CSGP,0,0,0,0,0,0,0,0,0,0
CSGS,0,0,1,1,0,0,0,0,0,0
CSIQ,0,0,0,0,0,0,0,0,0,0
CSL,0,0,0,0,0,0,0,0,0,0
CSLM,0,0,0,0,0,0,0,0,0,0
CSLMW,0,0,0,0,0,0,0,0,0,0
CSLR,0,0,0,0,0,0,0,0,0,0
CSLRW,0,0,0,0,0,0,0,0,0,0
CSPI,0,0,0,0,0,0,0,0,0,0
CSQ,0,0,0,0,0,0,0,0,0,0
CSR,0,0,0,0,0,0,0,0,0,0
CSTE,0,0,0,0,0,1,0,0,0,0
CSTL,0,0,0,0,0,0,0,0,0,0
CSTM,0,0,0,0,0,0,0,0,0,0
CSV,0,0,0,0,0,0,0,0,0,0
CSWC,0,0,0,0,0,0,0,0,0,0
CSWCZ,0,0,0,0,0,0,0,0,0,0
CSWI,0,0,0,0,0,0,0,0,0,0
CSX,0,0,0,0,0,0,0,0,0,0
CTAS,0,0,0,0,0,0,0,0,0,0
CTA^A,0,0,0,0,0,0,0,0,0,0
CTA^B,0,0,0,0,0,0,0,0,0,0
CTBB,0,0,0,0,0,0,0,0,0,0
CTBI,0,0,0,0,0,0,0,0,0,0
CTCX,0,0,0,0,0,0,0,0,0,0
CTCXW,0,0,0,0,0,0,0,0,0,0
CTDD,0,0,0,0,0,0,0,0,0,0
CTGO,0,0,0,0,0,0,0,0,0,0
CTHR,0,0,0,0,0,0,0,0,0,0
CTKB,0,0,0,0,0,0,0,0,0,0
CTLP,0,0,0,0,0,0,0,0,0,0
CTLT,0,0,1,0,0,0,0,0,0,0
CTM,0,0,0,0,0,0,0,0,0,0
CTMX,0,0,1,0,0,0,0,0,0,0
CTNM,0,0,0,0,0,0,0,0,0,0
CTNT,0,0,0,0,0,0,0,0,0,0
CTO,0,0,0,0,0,0,0,0,0,0
CTOR,0,0,0,0,0,0,0,0,0,0
CTOS,0,0,0,0,0,0,0,0,0,0
CTO^A,0,0,0,0,0,0,0,0,0,0
CTRA,0,0,0,1,0,1,0,0,0,0
CTRE,0,0,0,0,0,0,0,0,0,0
CTRI,0,0,0,0,0,0,0,0,0,0
CTRM,0,0,0,0,0,0,0,0,1,1
CTRN,0,0,0,0,0,1,0,0,0,0
CTS,0,0,0,0,0,0,0,0,0,0
CTSH,0,0,0,0,0,0,0,0,0,0
CTSO,0,0,0,0,0,0,0,0,0,0
CTV,0,0,0,0,0,0,0,0,0,0
CTVA,0,0,0,0,0,0,1,0,0,0
CTXR,0,0,0,0,0,0,0,0,0,0
CUB,0,0,0,1,0,0,0,0,0,0
CUBA,0,0,0,0,0,0,0,0,0,0
CUBB,0,0,0,0,0,0,0,0,0,0
CUBE,0,0,0,0,0,0,0,0,0,0
CUBI,0,0,0,0,0,0,0,0,0,0
CUBI^E,0,0,0,0,0,0,0,0,0,0
CUBI^F,0,0,0,0,0,0,0,0,0,0
CUBWU,0,0,0,0,0,0,0,0,0,0
CUBWW,0,0,0,0,0,0,0,0,0,0
CUE,0,0,0,0,0,0,0,0,0,0
CUK,0,0,0,0,0,1,0,0,0,0
CULP,0,0,0,0,0,0,0,0,0,0
CURB,0,0,0,0,0,0,0,0,0,0
CURI,0,0,0,0,0,0,0,0,0,0
CURIW,0,0,0,0,0,0,0,0,0,0
CURR,0,0,0,0,0,0,0,0,0,0
CURV,0,0,0,0,0,0,0,0,0,0
CUTR,0,0,0,0,0,0,0,0,0,0
CUZ,0,0,0,0,0,0,0,0,0,0
CVAC,0,0,0,0,0,0,0,0,0,0
CVBF,0,0,0,0,0,0,0,0,0,0
CVCO,0,0,0,0,0,0,0,0,0,0
CVE,0,0,1,0,0,0,1,0,0,0
CVEO,0,0,0,0,1,0,0,1,0,0
CVGI,0,0,0,0,1,0,0,0,0,0
CVGW,0,0,0,0,0,0,0,0,0,0
